Priority,What looks wrong,Detail,Date,Accident Type,City / Place,Killed,Injured,Headline,Link
HIGH,possible duplicate of another row,"same day, type, place and toll as: Six killed, 12 injured as speeding bus crashes into lorry in",2026-08-26,roadway,Telangana,6,20,"Fatal road accident near Kodada - 6 killed, 20 injured - ETV Bharat",https://news.google.com/rss/articles/CBMitwFBVV95cUxOVTFaTmEtUFFta2JEV2dTNWRMNHZlX0hELVhmc0FrTzZLci1va0R5YW9xYncwZ1d0b1BLM0I3ektkM3YxdGgtLXo1Q3piMjdOSTlpSnVySlEyeFBOZDY1cEtHVS1YTEJtYm1naFR3ZlZsV19yT09OcFU4ZlpINmk2UzhpU2E0cmRSNzJGUHRGQ2dDLUhWaWdHajBSRDh2NGxNNG4tWng1UkxQR1ZnT0p6RUJZOW1ENlHSAbwBQVVfeXFMUEpPUmkzREZPek5VbDc2WE8xWW01NENlT2x1VmVXX0hlSjRYcDNuc24yV1BWN0NhcWtGV3YyZmdtc3VWc3FadFhtYjFvOWFlRnBRd0Jjc1gxd0M3Q3I1czZ6azZPX0V1TkxrRy0ycmJMR2M3WE5mYjF5ZVVvb1MyY0JnQ0JtWE1RTTBpZURHRU1YNHpUSXlzUVhsLWl2cEtwTlNqdkdNMDltazhPcW1hUV9aWjBjWVJhZ3k2djg?oc=5
HIGH,possible duplicate of another row,"same day, type, place and toll as: Telangana Tragedy: 6 Killed, 20 Injured After Hyderabad-Elur",2026-08-26,roadway,Suryapet,6,20,"Fatal road accident in Suryapet, Hyderabad, travel bus rammed into a container full of iron rods, 6 dead, 20 injured - Mumbai Samachar",https://news.google.com/rss/articles/CBMiuAFBVV95cUxQUUtnVXREMEFMeHJOdUlTbldVc09FUXNmcVoxeURUZkZYTVd6am9nMWNwME9rbERpeGthM0RxZDVNNmF6LTRxSHNjaWVfRGhxLXBibElyb3dZZjlNalhCbVNVYUM4NTd4RDVwLXZJZzdYTzNxd0NlT2xaakFidlFpSVRITWVDN2dpRTNNMVFuSHFDVGlkRnZxWWMxZXEyVGpkSlpQT3hyR0k3YkpMcXF1TzFyTGZvQmRh?oc=5
HIGH,possible duplicate of another row,"same day, type, place and toll as: Six killed, 12 injured as speeding bus crashes into lorry in",2026-08-26,roadway,Telangana,6,,"Passenger bus rammed into container truck, 6 dead including 5 women in Telangana - Ei Samay",https://news.google.com/rss/articles/CBMivwFBVV95cUxQcGJkM29LaXpJR2s3N0xXYk1feVp1c1dZbWxOY3pLUU05Z2V3SEFXbmFSOTZxalhaal9ZTEdHZEN4dXlidlI5T2stSUdrWFVMMTl3X0V3R3VYOHZRdmdMRlR3X2Utb0hPRE9xdmJmTGRNOTBjS2xGMzNuTktkUVd0UHNJWl8zbWpkakVpYkE2QkhOd2llTzRWcGtXM0NPN1VYWnUyOEJSZGtfRktvbmxiUF91c1FlNkFoS3ZSM2JISdIBzAFBVV95cUxOX2g4YkRnYjhxUS05MGgyUG1obzF4MFQ0d0ZpSk9kTTNoUmpuS2x5V0hFa2RqOUNNeHRBVEZqR0ZDdzFQbXNCai1DUlNjemk1akZQU3FpSWpndFVsUVpVa1E4TzdoOEJsV0ZiMjhIRkhlY0VGNTJVX3pfR3hEblAtanZmT2FYbmEyVFJQUndHSE1kcFJHUEpXeFVNc21GelU1cDBpS0NtVEc3LVdnWXRsVVZNY3dxenF1eTBjV3R6czRGQ3o5XzFGdTBFLXk?oc=5
HIGH,possible duplicate of another row,"same day, type, place and toll as: Six killed, 12 injured as speeding bus crashes into lorry in",2026-08-26,roadway,Telangana,6,,"There was hue and cry in Telangana early in the morning! Bus collides with truck, six including 5 women killed - India.com",https://news.google.com/rss/articles/CBMitAFBVV95cUxNbzM5SHZJMFFxSXdjSlBEdHluWUpLMzNWdEM0Y1llamxnUmhfNHRZdWlSYkoxUEkwdHhTR2E1Y0xQNFlNTzRLM0hQRm9WbktkV0lrYklMUHJEcS1UNjcybUNTQ2xIdXBmZVF5bkVMdFFkQVRDZ1BTQVY1NFZoUmRleEpnX1ljM2Q4cF85QkFxVVpiSlNHNnowY1dOcVc1OGxtMk00MG53ZVNKcUlXclJHWG14bWjSAboBQVVfeXFMUEowc0UxeTc0YXBKb1BxcmpjeHJLRkhfSGtIaVN2ZkdfZkpEdjVOazdmNmJWUi1LcmY0VzZJOWNFb2I2UEFWeVVxQUExQUxCcnhWWUdKWjYwbmFOc2FvTC0wQXhSNGtPaEg3OUcwMzdEQWlQblVuOTVyY0VJbDRmWTlHNWI5cC1oajdKQ0ZWZGhucDZhd3JnOHotLTRZaENMbGN4Vm9NaHhJSHR5Z1NYZTN4WlVZaVgyYTRB?oc=5
HIGH,possible duplicate of another row,"same day, type, place and toll as: Delhi: Bank employee dies in road accident on Khichdipur fly",2026-08-26,roadway,Delhi,1,,"Father, son killed in road accident near Delhi’s Surajmal Stadium in Nangloi - ThePrint",https://news.google.com/rss/articles/CBMiswFBVV95cUxOTzloZEZSN2ZKNV91VUpQQ3hEUjk1THdlTGc3SHJQRjZXcUNmZTlHd1NLZC1qUHVHZ2l4SDhuUkNmanU0TDRsM2RhREpVc3R6anJPX2lmWlhrSFEyYXM4YUlwcXBkRzJCczFoREJ4bGlvamQ5b1pTYUY2SFZSaWlMNV9RSFBSS0I0MVBVQkVhUWhiME1rZ3d1aTdSVXFpMjRNQ2NJb3poWHFCb1NoYXBMNjlxWdIBswFBVV95cUxOTzloZEZSN2ZKNV91VUpQQ3hEUjk1THdlTGc3SHJQRjZXcUNmZTlHd1NLZC1qUHVHZ2l4SDhuUkNmanU0TDRsM2RhREpVc3R6anJPX2lmWlhrSFEyYXM4YUlwcXBkRzJCczFoREJ4bGlvamQ5b1pTYUY2SFZSaWlMNV9RSFBSS0I0MVBVQkVhUWhiME1rZ3d1aTdSVXFpMjRNQ2NJb3poWHFCb1NoYXBMNjlxWQ?oc=5
HIGH,possible duplicate of another row,"same day, type, place and toll as: Bus overturns in Kerala, 20 injured! - Puthiyathalaimurai",2026-08-27,roadway,Kerala,,,Road Accident in Kerala! - Andhrajyothy,https://news.google.com/rss/articles/CBMitwFBVV95cUxPM2VZYmxlMVBSR2hKSDV2MXc0RU5yUjdsR2JjVU5xRzI1UWI3MEExSGlUSUtWdkZ6WXJJaHJJV1B5cmVvSWlIVEQtdmY0TnNZeENUY29LbXlfcndGamRINmhFc0FSRTM4N1RUUDZaaHJKemtIX19LLUFIcmxOeFpVTVhzVmM5T2NXblh3OHJXOUFfd0N1U2tfamZSZVZwQmxiaDJwRnFTdWdta2FVWXpMRHpSdXpDQWs?oc=5
HIGH,possible duplicate of another row,"same day, type, place and toll as: Woman and girl died in a road accident in Moradabad: Truck c",2026-08-28,roadway,Moradabad,1,1,Moradabad News: Woman injured in road accident dies during treatment - Amar Ujala,https://news.google.com/rss/articles/CBMi5wFBVV95cUxNYzlBczREdFd6d1EyN0VlOVJMc0xVUC0xeFllZ0J1SFlpTVRXZFRyYjdsdU5qeVgzR1E5ODlqenYxUzlnWHhPMjFJUW81akNZcWlKM1IxcXRheGpIUl80cDVsZnM0NjBMRXVxdE5HLVc3aXY5ODNBRkhpMWZNbzQ3bmhicFhrUlhjcjR5bFphTlBTOUd2cEh0MVMwbks5TFQ5cUJLeUtxdGJfVjR5TUFEMm5vclNDNzZnZTNLNjdzWGVvRHoxZUJ6QzZpWE9iX3BXUEVFb3lWaVFaUGhQaWpyYVdBYVczaVHSAewBQVVfeXFMTl9LRlhiTXduVTBWekVNZnpuRFFLQ0U0Slp5c3QxMjJqZXhjVUZXaE1rQ2g3Vjl4NEpEVWJXQlc4aWx4d19yUE9MazQyYWxHc0piV3IzR2NVdHR5dGJ3SkdBZDFla3pkSDVUbTdwRFpYUUZvRHRmTDVPWnBGcklDN2xhTmNDM2FLZld3RFNNZGphemtibEdLM25IdkZvZkdJM0w1bDFUeEFDYXZabDZoR3hXTWk3OEtPOGxybVRjcmFDUGxfNGxlZHMzRXdWbVExZi1ReWk0Rm9FbDVBSmQwbmcyOHNYWHZDUFpsTkI?oc=5
HIGH,figure may be an age or a time period,1 appears as '1 year',2026-08-29,roadway,Not identified,1,,"Young man dies while returning from in-laws' house on Rakshabandhan: Wife and 1 year old child safe in road accident, Janjgiri Road... - Dainik Bhaskar",https://news.google.com/rss/articles/CBMi3AFBVV95cUxOTGgwMFZndHRXeEEtWGxmVzFmNEdkeWJ2OG5sXzFNSll5eHJhVGYzQUp6MWcxdmp3WDN0bGZYQU4wN3FfbGNUQURDUlRxTTd0bnNxXzFYSVczSHBUTlpTZ29zVllaZWtZNkloODQtWnJkbFE5X19tOXl0bmh3YW1CUXl2cG1UbWN3WUg3ZjFZeGJBQTVpR293a012aVZBdEhDTm5NbVBzSWR4YVV3ZFVaRzVSMl9rUnpYX3lzRjBocHB3bzVpam5YNWd1OXVrOFp4T2d0RC1LWGFCZ0Jn0gHiAUFVX3lxTFAzeTlGTmRvT01YRkY2aG9VVXBwZnZNaHBWWmxrSmhOMnQ0bHFydy1MMlE2NUZXdWdSQUlJMURnOVRWVmVBTFVqaVlJa0ZWcXh5WXczczdBdFVRaDFMTVEwUTgybWRqaWVBcnZFdG9kRHFfNml5dzFyVEdpTzUyRkd4WTFaNDJMRVdZMm1iSnlDLVhNLWh6TUhLNEN3TzdhNkU5WXJGN1FuMGJjX0FFX05VcDJyRmxMWkdOX19od3dyc0dyR2J5ZUtfRjNRRGdKLXRGZVVtU21oTnRRaDJDUWRhcXc?oc=5
HIGH,possible duplicate of another row,"same day, type, place and toll as: 6 Killed, Several Injured After Bus Collides With Truck In A",2026-08-30,roadway,Assam,6,,Fatal road accident in Assam.. Six killed (VIDEO) - Lokal Telugu,https://news.google.com/rss/articles/CBMioAFBVV95cUxPZ3N3ZDlDdWJkendOcjFLRzZiRU8tUWFhT2kyS1RlMjhjclM1YmdVNWVUTnUtajdrZm1YWU5oR21lcXducmFmMkZadDJMODJsYi1TdVhJVDJqTU5jZl8xY296YTZYc3B1MjdPUGJ1Wm80Z1pZQ1I5c21PQnZFb2w0cEcya2RvQjNfT1lfVmZSdHpvUm80aEFiR1dzY18wX21X0gGmAUFVX3lxTE1kRTNkUUhob2tweElQQkwwT1F0YkZzVzg4b1h4eXJqQ0NqVmtFbjNHRjhpNW4wcmpOTTFmY04zaDktakFadUU0SVlvNGl0enJCSTNDMHdrc3V6YzBQTE9pYnZnbmJLZ0Vyd2FucjBveTFtR3JBekhLeDl6NW1OOWFoU1NsQ2xnY0hfOXNqcEZaaWJ3SDdnbkF6T2MtakYzS3VwR2laN0E?oc=5
HIGH,figure may be an age or a time period,3 appears as '3 hour',2026-09-02,roadway,Not identified,3,,"3 including bike-riding husband and wife killed in bus collision: Driver absconded, angry people kept dead body on road and waited for 3 hours... - Dainik Bhaskar",https://news.google.com/rss/articles/CBMixwFBVV95cUxQYl9rS0xsMGxZcTd6aUJzM2huNHlHVUxqanpkeWlhU3NleW01ZnRwUFRKVVFPZVIxc2RQem41R044dzJRWlhVckxVTUJwaFFFR0Fkek1aQ3EzUkxFemhvNjFXUDhySTVwMlY4eEx1NHlGMHE4WTJaSmJKcjhuTV9wVS1nRDRncFJTYVZ1ODU4RGZicndsZTJnLVNvWnVRZ2wybTVTTjVUMzZVU2kwWkd6cmMtTDBaM3NtdDJlUzI0QlNJSkl4ano00gHMAUFVX3lxTE14QUc2Umt3ZnZnUzdrVE1SQmRUelhDOWpuRmt3NDk5emdET19CVFlNY3B0OWVYNG5kOWJmSXhWbFpUTGR4Y2dzV1E4NTVlcFB5TWNTT3VqZWZQeHRyYm1LUTBjbUtaNlJBdHhob1VVTnVlYU5SbmFkU0RGTVNSdlhNME16NTVEZ3VXMm9kREtfYnRDQktPVDR2UzdEaW1nNlVEV1hlaFJHWjk5cUJJSGlnOEFJU2dFZk5ZRnc1VnY4Ym5IOWdaN0loM3BJTA?oc=5
HIGH,possible duplicate of another row,"same day, type, place and toll as: Karimnagar News: RTC bus crashed into a well.. A big miss - ",2026-09-02,roadway,Karimnagar,,,"An RTC bus that went out of control on the outskirts of Sundaragiri, Chigurumamidi mandal of Karimnagar district, rammed towards an agricultural well. #Telangana #Karimnagar #RTCBus #Accident - instagram.com",https://news.google.com/rss/articles/CBMiVkFVX3lxTE1RTk1YOU42S0F4SU5UQ2tCdU1EajlMaVJJZFM3QWRyLW5fb1Z5ZlFCQnJ0ZGJ4WWEtYmNDOU9XRm1oNTJPUExLT2tRN3BoMVZUWkpNTXJB?oc=5
HIGH,possible duplicate of another row,"same day, type, place and toll as: Bus collides on Muzaffarpur-Sitamarhi NH, one dead - Prabhat",2026-09-02,roadway,Muzaffarpur,1,,"Woman dies in road accident in Muzaffarpur: She was returning home after taking tea, was hit by a speeding bike rider and ran away - Dainik Bhaskar",https://news.google.com/rss/articles/CBMiyAFBVV95cUxNRnkzZ3drWlNjSWNiTVYyQzRVb3FkaWVPa0hwQVRlSTBUZ2s0OEdDY3NpV3RKcVpBVlJCRGNnTGZDWEQ0czlEcjVfcHI3TTY3RkpzVXJ1RV90eVFZVnFXYkw0ODExYUc2YWp1RVVjNVlFb3JYSFFWdS16cC1tLVQxMy1kZHhybWFLTVZfcFFQdlBPVFdPYlFoWGVqUzMwWWN1U2lNcG4wc2RvbFdNU3JmYnRnckpuWGk5V0lWZUhjbUhRNVFRcDBuNdIBzgFBVV95cUxOWFk3QXU5NTc0azQ5aVlsN0NGX1V0alcxSDdQSHctR1dZSlk5aDFxdHUyVmZwQjQtRjV4cXVWZ29iZ05kMGFWOTcxMUdrdkJOMWRZb3ZyOXFndmZPTHhXTGxuVDUxVlZIT2VRdlVpaEVKdE5hdFcxSm9lQjRfRlBidWtUcjMxRkNyeEF4TzY4WmJ2ai1FRUM3cGFrbGNUOHBwMVdQUVhrSGVwOTVWLTBIeEo5T2hqek9SYy1nUFBOU3ZkSlU3SERkR1hvWnBHdw?oc=5
HIGH,figure may be an age or a time period,3 appears as '3 day',2026-09-03,roadway,Not identified,3,3,"Guest teacher injured in road accident dies after 3 days, death toll rises to 3 - Dainik Bhaskar",https://news.google.com/rss/articles/CBMi2gFBVV95cUxNeGduelE2dHBNOHJsbzBIWXUyQnlqY1RpTzVtZXFkZnhsSnJkeEZJLXJLbHY1UWNwYTZJMkhLN3VmWVBVWVVaU2tONUFoNnlFNlJYZTA1cDRZS3hWSWg5dGt4a2V3VkFqWWszLWhNWHYwNWhiQnVFZkxpbEhBLUk2WXBlVVdraUh4eWFnRlNlVGdSMmgydEdBRWlDLTlaMlB5SnJhdk1vNnYtVkUyRGlVVWxEanJrQjYyTm1ueVJZSE5NNDktc3FNNmpDLTNjUlFXUUdXUWRMUUk5QdIB3wFBVV95cUxQaGQ4QlpXRC1xeElIWTdPd2FFN2tkQnZYVEQ1UnU5WFFTSkJ6cHpXLXhUYWUwdkVQZ2RkZTBEdF9PanIwTEVjUXRxM2FBYTktU3hBcHlLSndEczBYWWNCSjNXc3pLb19fR2VzVGw4ZXpuTFoyZjZnSGp3b1NfNXUtTGxBRVFVQ3lWZFJ0Z0JCbVRLQWdUSzl3emJpLTJILU1zRFZfekVaY2Q2bWM3TGpLR3p6eEp1TnlqaUpmN0RMa1lfSk4wMVVCMy05aDBQSDZtZjFhU2ljbWl4NThvbnFr?oc=5
MEDIUM,no place identified despite a significant toll,,2026-06-02,roadway,Not identified,5,,"Fierce accident between two buses near Bardoli: After the collision, the bus became a ball of fire, 5 passengers died - Mumbai Samachar",https://news.google.com/rss/articles/CBMihAFBVV95cUxQcUlVWndYZDh2djJxd1JkQWstcVViOVd5YVY1Vk9KTWdfUHNqdmkxQW1xN0dXRGllcTR1eC1mb0hrNjVtaENHTjZoMU84MU4xSUg1S2dScjJlaTRVb3NoaDhKNnJqVmUyWEV2YXRWYmFkOHJRNmhMdVl1cGRwWld4U1pjUWQ?oc=5
MEDIUM,no place identified despite a significant toll,,2026-06-02,old structure collapse,Not identified,6,,"MCD kept sleeping; Who is responsible for the collapse of the 6-storey building, the accident, death and negligence? - Navbharat Times",https://news.google.com/rss/articles/CBMiggJBVV95cUxOLWRKLWZ3ZkVQem9WSzliYzhabThWRFlmd1RSZmFrczRadHNwVEVRVjg5ZnF6T25IQXhzbHpENnNPSHFUUmExT1RYbHdHbmw5VlNUTFJJZkwxLVFVakE1WUJOMEstT0FhM2pYSkdYT1JVSlctcWc2RE9kWmxiU0M4dURUOXdDNTA3b1pBZEgwSFZBN2FBNDJmbDMwenVQZi0wUGxuTHMzLU1zR1V3Q1ZkM2RIbjhIOEdFdC0zQnUyTXFEczlzYkJ1Yy1pQ1RJeTBuTDU1NHBUZlhQWFZfd2VyNVF5WXBISGdRbUZuZmZ6T0dlNWZnY0dOSHE3TmhnVi1vZEHSAYcCQVVfeXFMT0ZoSk9JWjRIc1RIaTZPLUd1UnpzaWRXbDhudVVNRHBDRDVVb2IydUdzVEk5RlZ0aG5lemI0VlhheW0yWEh2d29zZTFMbVNSZElWWXhLWGRBcE5MbzRjRTBHNVNlRjR1alhoWVdxY1pRS3NxcDM2Q2ptdzBXSGstdXJ0VGJabjhadDhyY3dZNEhQdWFZUXJEVXhabzlyVHRlZk91Y3pkNnFjZkszWlFqR25LNzFYMXJaNEJJdWh4eHRwaXZoZmVhUnhwY0dVSGhHVkMzeTZBSUN2S29Td0NQT1VrZENEcEltaUpObF9DNEpLZ1BTLVRKMnZTT1VVa0pkWm05Mkp2OTg?oc=5
MEDIUM,no place identified despite a significant toll,,2026-06-06,roadway,Not identified,7,,"Terrible road accident on Ferozepur-Fazilka main road, 7 people died - Ajit",https://news.google.com/rss/articles/CBMia0FVX3lxTFBvUkJyZlo3d0ZudVk1UFRXTFRLd0RLTEZNS2hvUUh6YmpiREZRZkM5cDE0MGcxX3ctMk1xaUpwNEJNSHcyQlVHdFU3ckJJLWNNaXlSd3k0THJlXzdUVkJsNGIyeUdnYzBPTlVj?oc=5
MEDIUM,no place identified despite a significant toll,,2026-06-06,roadway,Not identified,9,,"Ferozepur- Terrible road accident on Fazilka GT Road, 9 people including a one-year-old girl died in a terrible collision between a Mahindra pickup and a horse trailer - Terrible road accident on Ferozepur Fazilka GT Road Mahindra pickup a - Punjabi Jagran",https://news.google.com/rss/articles/CBMigwJBVV95cUxPVW1wQUZyYWwwTE1GZ0JFbl90N3pqdVhXQ3BsZGZVRWVkY3pfLVR2Q29EQXhGZDVocl9LQ3RkSFJWMVZSREd5cHc2bjI3VHdkT1VGU0xHWVNxVkhXZXgwQktrZzRGVmc3YlNnSkZtR3NPSmJIaWNpNUE3YXZkeEtTY3FNMzd3a0Q2SlktRS1wVmxGSWFCT3VIQ2JOSkVTd1ZzZzc5Wk44T1hwZm9kLXFlRFl3UVNNT1VQYU1GT1NkZVg4NUx4eGVrRmR0VzhSTkNwV1ZjMGs0ejRqN2Q3ZXVtZ1NmOWh3dndua0FJOU1UV2k2dFJYbUtDX196Rk5kU3pKNDdV?oc=5
MEDIUM,no place identified despite a significant toll,,2026-06-06,roadway,Not identified,9,,9 people were killed in an accident between a jeep and a lorry when they went to cremate the remains of the deceased - Daily Thanthi,https://news.google.com/rss/articles/CBMipAFBVV95cUxNNGF3dmF5VXNKOHgxT1A0TW9yZlNMcElKNmVCMUNhWmJpQmFQMXVsb2I1ZFB4VkZaX0xWTGVyYko0bU00WXpHcWhtZVQ0RGxBSUZ6N0JrZUFDWGp0VGp4dUZkVzFzckRLVjFMNHJ0Tk1mY1N6REt4bWFoenJaUVZkdzZtM1N4bk83cmgzaWowQjVna0g0S2NfSEx3dmhTV2RoSmdxQdIBsgFBVV95cUxPdzlBdGdSMFJOdEdCckhWRl93NU5venp6MTlzbXNCa0JTSFFSVDA3WXN6X0RHdE1XSFAxSGpFMnRYcTJLLWZITENSODJ0V3hrRFhfRlI1LTdrRHZGanRwQlZocllSb2hGUFMxb2FqaHd3cEdxSF9uR0xVR2FmTFJFbnRkSk84emViS3A4Q0hHZndGaWpLMFZhRDhXTjh6bGNnX01pbUU4U1k1TE5OdFBGNHZB?oc=5
MEDIUM,no place identified despite a significant toll,,2026-06-06,roadway,Not identified,9,,"Nine dead, several injured in road accident in India’s Punjab - NepalNews",https://news.google.com/rss/articles/CBMipgFBVV95cUxNT3NDVTVzOHVzRGFKQTV6cW5tUHFYbnFZRWZxTUcwNjN4ZUJvZUNQM3lXTzhMQXZSUW5kd2FDdjNlbC1WeXlqamNLVjAzeUhPMW96aXU4cW1OTy04UU5SdzlGZTJZT2s1V1N2WW9WVVhVU3k4T056dUxkZVpDZlFTYmE1SUQ2WWx1cWZGRU45MV8zSHZRWl91ZnBpZWR1NUEzSGIwV3hn?oc=5
MEDIUM,no place identified despite a significant toll,,2026-06-07,roadway,Not identified,3,1,"Terrible road accident on Sri Kiratpur Sahib Rupnagar main road, 3 youths including a girl died -",https://news.google.com/rss/articles/CBMi-wFBVV95cUxQamFTSGVua0g0N3lKR3pSazVYT2ZRaFoxMzZsMDBtaDdhRk9wWTJsSG0xWG1pUDF5Z05obXlYSlR1bGZ6RDlmQWlSOVVORTdEaFdwNkxhTVdMZjRLOFEyZFlkanF2cURLeHZCZnpOdzlDQzEtYmY5R2JtankxT1ZhZkVRRE94eXI3a1JRa1paUGloZHlBSHBhdGNoVDlhZUR2cVJ1dkFVZjlZUW1QNmI3ZUNwMTdnMFQtdHVVeVg5NmVBTlVDOUZCMWdUcldTSWFseEZOU1h3X2lQdVU2enc5LUtOVDZkWkV0WXZfTm9DZzFpWlRJOUx0WnJKTQ?oc=5
MEDIUM,no place identified despite a significant toll,,2026-06-08,others,Not identified,8,,"After 8 die in Vizag Steel mishap, unions allege staff crunch: ‘No one cares how we meet targets’ - The Indian Express",https://news.google.com/rss/articles/CBMiqwFBVV95cUxQNnpnVEV1ZzVDbFkzRDBqclJianNDcGFtN25nM2pZakJ3MFAzejcwRnZEX0F1QUpON2FaSjVZTGZaLW5WOVdOX25rX2l5QUs1cFh1ZUdRc2ZkclFZa21odk1JMVp3RHlXMUxKb3RYYm53Ulc4dEVLMW1FS0VrSUp4Vkx5OE83YnExV1NnV0FCeDJiNTNabDFxcVc2QzEwNDhrUy01QW5sQW9nWm_SAbIBQVVfeXFMUC1TUnVJQlcwcnhrZVFjQy00R2xrWVpkVU52cjJ3Y2U2bWVnM2ZLNGJCX1pHSk4wa3EzNm5CMTQ5bFN2cXEya2lmR2Z3SzU3cGtSYk5DdmdFSGZ0WXo4N1ZfTUx2WkFKU2dpdlVnMmwwTDAtMGd0YlVtX2NPRnN4ZVJnZlE4Y0lQSDBjT2NfZnZNbHk5bUxVVG1BV0FDWE44d3JySm9yTVZrUUNLY1hycEMzUQ?oc=5
MEDIUM,no place identified despite a significant toll,,2026-06-08,others,Not identified,10,,"Video: Major Accident at Vishakhapatnam Steel Plant after molten iron spills, 10 feared dead - WION",https://news.google.com/rss/articles/CBMi0gFBVV95cUxONTFoUTU4TWJHdXVlSVhDRDFGdy1VWWtrZU5vbnQtYWZUN1k4bVpIWmFMcVlBZFJuVjdONlhqZmFldkk2dmozVE5SUWxUVzR6eV9KcURvaUJJY3FJLUptOGVGODIzUWhRdlMxbEFVaWtXaUVPRUQyeldlUlhLV3BqZlFYR2RuOVRNRE5meTJMRlZhRlhXTTU5dlBRX1dQTjU1Rl83LUNqUmx2OFpmbk1DX216MjNHQTV3YzA3OEFpMWtrWlFnQjNQcXNjV0JEMTRNZUHSAdcBQVVfeXFMTnBqblNid1Y0c1hmRmJVTm1kX3ZBWExVcjJVcXdNT0Q0cmlJVUowazNnY1pBUmExbUdDYzc3V2RTZmVPS3JjTEIzQUdGYmUzU2ExamprcGRTUWVxZzkzUkdabGhHaDBMMGhDUHlUU05tUmdSd0dqTTJjYUlfZ2FGb19haWs2aTRqbUNoQkllSVNWcUc2OVdpV25xVUw3QUxGLWZzeTJmSWZTVFpLOVZDVTVHR2ZzM2FjV1RzR08talJnSWtyZ2x5NENZQjhVRU1vaUlBUXFnZWM?oc=5
MEDIUM,no place identified despite a significant toll,,2026-06-08,others,Not identified,5,,"1600 degree hot molten iron fell out! Harim accident, at least 5 workers dead - Ei Samay",https://news.google.com/rss/articles/CBMiuAFBVV95cUxPcG9VQllYeE9DaXl4S3RwQldqLURLblF2RUl0ZU1hUjk5S29BdFhEeW9mQXdNSzZaWXN5NldQb2NCX09MelZiQ0ptQ2dEZ0dGVTU5Z2lYbUR4NUJVVWNFQlpKcGlyYVJqdEtub3o2cldGZC1HNTNEbDFLVm1tMW9CbzVOTjVSNkVGS0ZNc0x3dlo5anVoM2ZuajZZaDNSN0VzYzlXMlVsVXBhbFYzX25TdVl3em84clhL0gHGAUFVX3lxTE81NEhwOGZHMUhZaDIzY3c0aFhWTFJRc0RsVGc1OWE1ZEs0ekdHLUhDekFPYnZ6RzUzUkUtMl9hazNnS1RqTHF3LXA3Ykl0bFpSY1dQU0RweDYteWVhU2FHQkxlSHhYVEZUVVpEYlhIYm5naHg4MlNnVFptUTU3dUJ0REpXeEVLVm14SDV3akFPeHZKdGl6NVdScWFoVWdaZ3o5c0JFb18xejl0eEhsOHNUUkdWcmVYWlphODlTazVWczBjRlR3UQ?oc=5
MEDIUM,reports disagree on the casualty count,killed reported as 1/2,2026-06-08,roadway,Mumbai,1,3,"Mumbai Best Bus Accident: Best bus collides with 4 vehicles, 1 dead, 3 seriously injured; Taxis overturned, two-wheelers crushed, shocking scene in Dadar, PHOTO - ABP Majha",https://news.google.com/rss/articles/CBMi-wFBVV95cUxONTdfME4xSWZEdFY0VnNDUUxENUFQbk5KdERjbi1yM0gwMWJWUDZvNFdibWJXdm9JR0czUk9nM0JNdnZMMV9YWnl0TVY0bldnWEZkMWdjVTBCQ2pQRjR3TGlyZFQ0UDhVWTRXNF80LU9GRFhqb2l5TVNDWVY2bEk4OHZvYlI1NFBLNjdvY2cyRWFCSHMzZWRtamZaX0RTMlVJejRHc1dOUk9nRHZ0WTRaVjdZbkNNZ0liT2U4VjhIeHo5d2lzczA4SWMwRVlqMFhSazJjQ0RCQkFiajkyMnYtX2RKaWluZVI0Qko2MTBlN1FKc2E0cHV1bUJRY9IBgAJBVV95cUxPMEg4MzZkbTBtM1FqZWx3a05RQ3dZNDVZZThkLTdySDZTNzh3d29YT05SRWhfOU1VYXIzcXMycmZDaTJpYmZMNWxMU2tHNi1UN0Itd081bGpNYmU5YldUVW5tMGtiSGJ5T2tWMWg4a205N3JWU09EQnVrMGZhUEtYWkp2VXpCUDVkemR4bFJYa0gta2s4ZENCZndLck96Zkw1SVpTd3R1ZmNWSkFzQkRYa3BQZ1Y0VHVJQkpGYUlCRUV1WXVTMEhDcUt2bmk3NEZWU3o0bUwwMUNMRzYzTEFNR1VTdUcwVVJ5aDRvTExDTU5vWlNreWw4cnRKYk0xYmR3?oc=5
MEDIUM,no place identified despite a significant toll,,2026-06-08,roadway,Not identified,3,22,"Bus going from Bodhgaya to Varanasi collides with truck, 3 tourists from Andhra Pradesh killed; 22 injured - jagran.com",https://news.google.com/rss/articles/CBMisAFBVV95cUxNRlZvbE0yMDNkQVhvaFV2MnkxSVZpUmJQSkh1SHJKSjdKd1U3MVNGeFpieEF5cjV4dnZPWFZGcjdTa2d1VmtJV19ITzRRT3g1RGxydk5aQ1hOVGloYkFZSTJtTDZyMk8waTRPajJkTzFxSEViQ2VwN2V6bUhSSS02T2dmVDlRcXo0ajVmUWpyRVk0S2Y3Ql9rZl9pcDVrUW0yV3dUaVYyVTVuSnBiX3VKWQ?oc=5
